pmcid,pmid,doi,year,journal,title,authors,citation_count,rcr,terms_matched
PMC5826628,29444431,10.1016/j.celrep.2018.01.016,2018,Cell reports,Mechanisms to Evade the Phagocyte Respiratory Burst Arose by Convergent Evolution in Typhoidal Salmonella Serovars.,"Hiyoshi H, Wangdi T, Lock G",42,1.8303271809544568,"""University of California Davis Proteomics Core"""
PMC5038007,27457717,10.1128/JB.00489-16,2016,Journal of bacteriology,F-Type Bacteriocins of Listeria monocytogenes: a New Class of Phage Tail-Like Structures Reveals Broad Parallel Coevolution between Tailed Bacteriophages and High-Molecular-Weight ,"Lee G, Chakraborty U, Gebhart D",42,1.8274987676010777,"""University of California Davis Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4830523,27073999,10.1371/journal.pone.0153534,2016,PloS one,Identification of VPS13C as a Galectin-12-Binding Protein That Regulates Galectin-12 Protein Stability and Adipogenesis.,"Yang RY, Xue H, Yu L",40,1.3824263643571038,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4974619,27492542,10.1038/srep31098,2016,Scientific reports,"The Secreted Protease PrtA Controls Cell Growth, Biofilm Formation and Pathogenicity in Xylella fastidiosa.","Gouran H, Gillespie H, Nascimento R",40,1.7768558094840383,"""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3007598,20939611,10.1021/pr1009349,2010,Journal of proteome research,Proteomic analysis of human nail plate.,"Rice RH, Xia Y, Alvarado RJ",40,1.0570070631834374,"""Brett S. Phinney"""
PMC7289160,32130890,10.1016/j.molcel.2020.02.001,2020,Molecular cell,Regulated Proteolysis of MutSγ Controls Meiotic Crossing Over.,"He W, Rao HBDP, Tang S",39,1.615719198108756,"""University of California Davis Proteomics Core"""
PMC3017515,21162737,10.1186/1477-5956-8-68,2010,Proteome science,A label-free differential quantitative mass spectrometry method for the characterization and identification of protein changes during citrus fruit development.,"Katz E, Fon M, Eigenheer RA",39,1.186237172798323,"""Brett S. Phinney"""
PMC9153692,35545047,10.1016/j.celrep.2022.110788,2022,Cell reports,KSHV episome tethering sites on host chromosomes and regulation of latency-lytic switch by CHD4.,"Kumar A, Lyu Y, Yanagihashi Y",38,3.0007931116103546,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3616073,23573262,10.1371/journal.pone.0060498,2013,PloS one,"Engineering agatoxin, a cystine-knot peptide from spider venom, as a molecular probe for in vivo tumor imaging.","Moore SJ, Leung CL, Norton HK",38,1.3279699627528971,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC2832241,20097790,10.1104/pp.109.151977,2010,Plant physiology,The significance of protein maturation by plastidic type I signal peptidase 1 for thylakoid development in Arabidopsis chloroplasts.,"Shipman-Roston RL, Ruppel NJ, Damoc C",38,0.9154035934044078,"""Brett S. Phinney"""
PMC4963945,27465111,10.1186/s12870-016-0858-5,2016,BMC plant biology,Proteomic analysis highlights the role of detoxification pathways in increased tolerance to Huanglongbing disease.,"Martinelli F, Reagan RL, Dolan D",37,1.7038771730991393,"(""Proteomics Core"" AND ""UC Davis"")"
PMC9586836,34610310,10.1016/j.celrep.2021.109695,2021,Cell reports,PARP1-mediated PARylation activity is essential for oligodendroglial differentiation and CNS myelination.,"Wang Y, Zhang Y, Zhang S",36,2.2097812479525287,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7977464,33754052,10.7150/thno.53558,2021,Theranostics,MARCKS cooperates with NKAP to activate NF-kB signaling in smoke-related lung cancer.,"Liu J, Chen SJ, Hsu SW",36,2.1774817456559346,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6879337,31594866,10.1074/jbc.RA119.007635,2019,The Journal of biological chemistry,Neuronal ER-plasma membrane junctions organized by Kv2-VAP pairing recruit Nir proteins and affect phosphoinositide homeostasis.,"Kirmiz M, Gillies TE, Dickson EJ",36,1.4451354625323907,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6682749,31113866,10.1074/jbc.RA119.007609,2019,The Journal of biological chemistry,Methanogenesis marker protein 10 (Mmp10) from Methanosarcina acetivorans is a radical S-adenosylmethionine methylase that unexpectedly requires cobalamin.,"Radle MI, Miller DV, Laremore TN",36,1.7582291268732662,"""University of California Davis Proteomics Core"""
PMC4324244,25467442,10.1128/mBio.02145-14,2014,mBio,"Genomics and proteomics of mycobacteriophage patience, an accidental tourist in the Mycobacterium neighborhood.","Pope WH, Jacobs-Sera D, Russell DA",36,1.3549498916875837,"""University of California Davis Proteomics Core"""
PMC5672003,28887381,10.1074/mcp.RA117.000276,2017,Molecular & cellular proteomics : MCP,Global Analysis of Membrane-associated Protein Oligomerization Using Protein Correlation Profiling.,"McBride Z, Chen D, Reick C",35,1.179962436254853,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5492700,28713781,10.3389/fcimb.2017.00296,2017,Frontiers in cellular and infection microbiology,"The Metalloprotease, Mpr1, Engages AnnexinA2 to Promote the Transcytosis of Fungal Cells across the Blood-Brain Barrier.","Na Pombejra S, Salemi M, Phinney BS",35,1.4890482554991604,"""Proteomics Core Facility at UC Davis""; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5259567,25815641,10.1021/acs.jproteome.5b00107,2015,Journal of proteome research,CaMKII Phosphorylation of Na(V)1.5: Novel in Vitro Sites Identified by Mass Spectrometry and Reduced S516 Phosphorylation in Human Heart Failure.,"Herren AW, Weber DM, Rigor RR",35,1.1669866357118015,"""Brett S. Phinney"""
PMC5120128,27933061,10.3389/fimmu.2016.00521,2016,Frontiers in immunology,NCR1 Expression Identifies Canine Natural Killer Cell Subsets with Phenotypic Similarity to Human Natural Killer Cells.,"Foltz JA, Somanchi SS, Yang Y",34,1.2562454731522517,"(""Proteomics Core"" AND ""UC Davis"")"
PMC4621755,26496688,10.1016/j.chembiol.2015.09.008,2015,Chemistry & biology,Mapping Proteome-Wide Targets of Environmental Chemicals Using Reactivity-Based Chemoproteomic Platforms.,"Medina-Cleghorn D, Bateman LA, Ford B",33,1.0886420160457846,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4836942,26526991,10.1016/j.celrep.2015.09.055,2015,Cell reports,Re-examination of Dietary Amino Acid Sensing Reveals a GCN2-Independent Mechanism.,"Leib DE, Knight ZA",33,0.8493658598635939,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC8844591,34498079,10.1093/infdis/jiab450,2022,The Journal of infectious diseases,Meningococcal Detoxified Outer Membrane Vesicle Vaccines Enhance Gonococcal Clearance in a Murine Infection Model.,"Matthias KA, Connolly KL, Begum AA",33,3.3979207261479107,"""University of California Davis Proteomics Core"""
PMC8154037,34034859,10.7554/eLife.67624,2021,eLife,Genome-wide CRISPRi screening identifies OCIAD1 as a prohibitin client and regulatory determinant of mitochondrial Complex III assembly in human cells.,"Le Vasseur M, Friedman J, Jost M",33,1.7970138253453698,"""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5084393,27799870,10.1186/s12014-016-9132-y,2016,Clinical proteomics,"Proteomic profiling of lung adenocarcinoma indicates heightened DNA repair, antioxidant mechanisms and identifies LASP1 as a potential negative predictor of survival.","Fahrmann JF, Grapov D, Phinney BS",33,1.1379054473311925,"""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4374015,25656049,10.1016/j.jdermsci.2015.01.001,2015,Journal of dermatological science,Gene expression profiling in pachyonychia congenita skin.,"Cao YA, Hickerson RP, Seegmiller BL",33,1.2021410547095017,"""Brett S. Phinney"""
PMC4286167,25338220,10.1021/pr500818d,2015,Journal of proteome research,The human colostrum whey proteome is altered in gestational diabetes mellitus.,"Grapov D, Lemay DG, Weber D",33,1.5342606228221027,"""Brett S. Phinney"""
PMC4075482,24548633,10.1016/j.lfs.2014.02.004,2014,Life sciences,Mitochondrial proteome remodeling in ischemic heart failure.,"Liu T, Chen L, Kim E",33,0.9981578222053024,"""Brett S. Phinney"""
PMC6002507,29937771,10.3389/fpls.2018.00771,2018,Frontiers in plant science,Molecular Profiling of Pierce's Disease Outlines the Response Circuitry of Vitis vinifera to Xylella fastidiosa Infection.,"Zaini PA, Nascimento R, Gouran H",32,1.8309642112877693,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC8842533,35164882,10.1186/s40478-022-01322-x,2022,Acta neuropathologica communications,Proximity proteomics of C9orf72 dipeptide repeat proteins identifies molecular chaperones as modifiers of poly-GA aggregation.,"Liu F, Morderer D, Wren MC",32,2.4982158081908836,"""Brett S. Phinney"""
PMC8231725,33931420,10.1128/AEM.02959-20,2021,Applied and environmental microbiology,A New Pathway for Forming Acetate and Synthesizing ATP during Fermentation in Bacteria.,"Zhang B, Lingga C, Bowman C",31,2.2525813417297287,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7305103,32561745,10.1038/s41467-020-16900-7,2020,Nature communications,Holistic engineering of cell-free systems through proteome-reprogramming synthetic circuits.,"Contreras-Llano LE, Meyer C, Liu Y",31,1.5942103500844507,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6432908,30373006,10.1016/j.foodchem.2018.09.051,2019,Food chemistry,Peptidomic profiling of human milk with LC-MS/MS reveals pH-specific proteolysis of milk proteins.,"Gan J, Robinson RC, Wang J",31,2.217268966103132,"""UC Davis Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7469593,32521192,10.1080/15548627.2020.1779451,2020,Autophagy,"MERIT, a cellular system coordinating lysosomal repair, removal and replacement.","Jia J, Claude-Taupin A, Gu Y",31,1.259787195092269,"""Proteomics Core at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5921570,29514927,10.1091/mbc.E17-08-0514,2018,Molecular biology of the cell,A VCP inhibitor substrate trapping approach (VISTA) enables proteomic profiling of endogenous ERAD substrates.,"Huang EY, To M, Tran E",30,0.9590813903229631,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC2975054,20816988,10.1016/j.jmb.2010.07.054,2010,Journal of molecular biology,Distinct regions of human eIF3 are sufficient for binding to the HCV IRES and the 40S ribosomal subunit.,"Cai Q, Todorovic A, Andaya A",30,0.5788905398488081,"""UC Davis Proteomics Core""; ""Proteomics Core at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC2917178,20560668,10.1021/bi100381y,2010,Biochemistry,Kinetic mechanism of the Rtt109-Vps75 histone acetyltransferase-chaperone complex.,"Albaugh BN, Kolonko EM, Denu JM",30,0.5332622897862895,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6446766,30696748,10.1104/pp.18.00771,2019,Plant physiology,Development of Decreased-Gluten Wheat Enabled by Determination of the Genetic Basis of lys3a Barley.,"Moehs CP, Austill WJ, Holm A",30,1.5863087035730592,"""Brett Phinney"""
PMC5886104,28666327,10.1093/hmg/ddx248,2017,Human molecular genetics,"The RNA-binding protein, ZC3H14, is required for proper poly(A) tail length control, expression of synaptic proteins, and brain function in mice.","Rha J, Jones SK, Fidler J",30,0.8541490059301979,"(""Proteomics Core"" AND ""UC Davis"")"
PMC4860359,26549202,10.1111/adb.12319,2017,Addiction biology,Chronic intermittent alcohol disrupts the GluN2B-associated proteome and specifically regulates group I mGlu receptor-dependent long-term depression.,"Wills TA, Baucum AJ 2nd, Holleran KM",30,1.3484384118071993,"(""Proteomics Core"" AND ""UC Davis"")"
PMC10865864,38206049,10.1128/mbio.03304-23,2024,mBio,Outer membrane vesicles and the outer membrane protein OmpU govern Vibrio cholerae biofilm matrix assembly.,"Potapova A, Garvey W, Dahl P",29,8.198334654103048,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""Proteomics Core at UC Davis""; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4295381,25348716,10.1128/MCB.00945-14,2015,Molecular and cellular biology,PRMT4-mediated arginine methylation negatively regulates retinoblastoma tumor suppressor protein and promotes E2F-1 dissociation.,"Kim KY, Wang DH, Campbell M",29,0.7907670972087036,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6419775,30882039,10.1021/ab500060r,2015,ACS biomaterials science & engineering,Transforming Growth Factor Beta 3 Modifies Mechanics and Composition of Extracellular Matrix Deposited by Human Trabecular Meshwork Cells.,"Raghunathan VK, Morgan JT, Chang YR",29,1.0808852620183902,"""UC Davis Genome Center Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5540574,28544375,10.1002/pmic.201600462,2017,Proteomics,Proteomic analysis of hair shafts from monozygotic twins: Expression profiles and genetically variant peptides.,"Wu PW, Mason KE, Durbin-Johnson BP",29,1.5447854625432345,"""Brett S. Phinney"""
PMC3793978,24130705,10.1371/journal.pone.0075355,2013,PloS one,Distinguishing ichthyoses by protein profiling.,"Rice RH, Bradshaw KM, Durbin-Johnson BP",29,0.9221310727750527,"""Brett S. Phinney"""
PMC6282197,30514785,10.1128/mBio.02204-18,2018,mBio,Microbiota and Pathogen Proteases Modulate Type III Secretion Activity in Enterohemorrhagic Escherichia coli.,"Cameron EA, Curtis MM, Kumar A",28,1.2629232377419333,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7398558,32603710,10.1016/j.molcel.2020.06.014,2020,Molecular cell,The Histone Chaperone FACT Induces Cas9 Multi-turnover Behavior and Modifies Genome Manipulation in Human Cells.,"Wang AS, Chen LC, Wu RA",28,0.9793242275455295,"""University of California Davis Proteomics Core"""
PMC6386613,30581135,10.1016/j.chembiol.2018.10.025,2019,Cell chemical biology,A Bump-Hole Approach for Directed RNA Editing.,"Monteleone LR, Matthews MM, Palumbo CM",28,0.888132634295454,"""University of California Davis Proteomics Core"""
PMC5466807,27500424,10.1021/acs.jproteome.6b00548,2016,Journal of proteome research,Glycoproteomic Analysis of Malignant Ovarian Cancer Ascites Fluid Identifies Unusual Glycopeptides.,"Miyamoto S, Ruhaak LR, Stroble C",28,1.0415596220013728,"""Brett Phinney"""
PMC7450111,32518164,10.1074/jbc.RA120.013981,2020,The Journal of biological chemistry,Cytochrome c nitrite reductase from the bacterium Geobacter lovleyi represents a new NrfA subclass.,"Campeciño J, Lagishetty S, Wawrzak Z",28,1.9277320860287468,"(""Proteomics Core"" AND ""UC Davis"")"
PMC7266068,29790585,10.1111/pce.13347,2018,"Plant, cell & environment",The intracellular nucleotide-binding leucine-rich repeat receptor (SlNRC4a) enhances immune signalling elicited by extracellular perception.,"Leibman-Markus M, Pizarro L, Schuster S",27,1.0722448848697945,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5231896,27881664,10.1091/mbc.E16-07-0483,2017,Molecular biology of the cell,Lipid disequilibrium disrupts ER proteostasis by impairing ERAD substrate glycan trimming and dislocation.,"To M, Peterson CW, Roberts MA",27,0.8568737934534026,"""University of California Davis Proteomics Core"""
PMC3227502,21635850,,2011,Journal of cosmetic science,Proteomic analysis of hair shaft and nail plate.,Rice RH,27,0.8698974013958521,"""Brett Phinney"""
PMC7042271,32099006,10.1038/s41598-020-60053-y,2020,Scientific reports,Gender-specific changes in energy metabolism and protein degradation as major pathways affected in livers of mice treated with ibuprofen.,"Tiwari S, Mishra M, Salemi MR",27,1.850057233833059,"""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5743450,28599267,10.1289/EHP844,2017,Environmental health perspectives,Human CYP2A13 and CYP2F1 Mediate Naphthalene Toxicity in the Lung and Nasal Mucosa of CYP2A13/2F1-Humanized Mice.,"Li L, Carratt S, Hartog M",27,1.4703684484915518,"(""Proteomics Core"" AND ""UC Davis"")"
PMC5001184,27335231,10.2337/db16-0044,2016,Diabetes,Hyperamylinemia Increases IL-1β Synthesis in the Heart via Peroxidative Sarcolemmal Injury.,"Liu M, Verma N, Peng X",27,1.0668331454695437,"(""Proteomics Core"" AND ""UC Davis"")"
PMC6611495,31316527,10.3389/fpls.2019.00768,2019,Frontiers in plant science,"Effects of N-Glycosylation on the Structure, Function, and Stability of a Plant-Made Fc-Fusion Anthrax Decoy Protein.","Xiong Y, Karuppanan K, Bernardi A",26,1.357522042771487,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3569041,23256538,10.1021/pr301036k,2013,Journal of proteome research,Chicken corneocyte cross-linked proteome.,"Rice RH, Winters BR, Durbin-Johnson BP",26,0.8587257645347326,"""Brett Phinney"""
PMC6713296,31175171,10.1105/tpc.19.00110,2019,The Plant cell,AtTRAPPC11/ROG2: A Role for TRAPPs in Maintenance of the Plant Trans-Golgi Network/Early Endosome Organization and Function.,"Rosquete MR, Worden N, Ren G",26,1.1272586137936125,"""Brett S. Phinney"""
PMC3863631,23319436,10.1002/pmic.201200532,2013,Proteomics,Interlaboratory studies and initiatives developing standards for proteomics.,"Ivanov AR, Colangelo CM, Dufresne CP",26,0.7697739010104077,"""Brett S. Phinney"""
PMC3073150,20923198,10.1021/bm100806h,2010,Biomacromolecules,Synthesis of statistical copolymers containing multiple functional peptides for nucleic Acid delivery.,"Johnson RN, Burke RS, Convertine AJ",25,0.7089905184140947,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3039313,21111706,10.1016/j.bbamem.2010.11.020,2011,Biochimica et biophysica acta,Apolipoprotein-induced conversion of phosphatidylcholine bilayer vesicles into nanodisks.,"Wan CP, Chiu MH, Wu X",25,0.8139117704820168,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4979209,27506494,10.1038/srep31362,2016,Scientific reports,"In vitro Characterization of Phenylacetate Decarboxylase, a Novel Enzyme Catalyzing Toluene Biosynthesis in an Anaerobic Microbial Community.","Zargar K, Saville R, Phelan RM",25,0.9976423923573428,"""UC Davis Genome Center Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC3375344,22437313,10.1038/jid.2012.65,2012,The Journal of investigative dermatology,"Long-term faithful recapitulation of transglutaminase 1-deficient lamellar ichthyosis in a skin-humanized mouse model, and insights from proteomic studies.","Aufenvenne K, Rice RH, Hausser I",25,0.8182852168263075,"""Brett Phinney"""
PMC5608342,28934329,10.1371/journal.pone.0185125,2017,PloS one,Biochemical and biomechanical properties of the pacemaking sinoatrial node extracellular matrix are distinct from contractile left ventricular matrix.,"Gluck JM, Herren AW, Yechikov S",25,0.8571516100377655,"""Brett S. Phinney"""
PMC8787472,35073755,10.1128/mbio.02726-21,2022,mBio,Ceragenins and Antimicrobial Peptides Kill Bacteria through Distinct Mechanisms.,"Mitchell G, Silvis MR, Talkington KC",25,2.971597948698621,"(""Proteomics Core"" AND ""UC Davis"")"
PMC6364782,30538130,10.1074/jbc.RA118.006171,2019,The Journal of biological chemistry,The A-type domain in Escherichia coli NfuA is required for regenerating the auxiliary [4Fe-4S] cluster in Escherichia coli lipoyl synthase.,"McCarthy EL, Rankin AN, Dill ZR",24,1.2067632377888526,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4511192,25953848,10.1096/fj.15-271213,2015,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,Dual targeting of therapeutics to endothelial cells: collaborative enhancement of delivery and effect.,"Greineder CF, Brenza JB, Carnemolla R",24,0.8364604167505787,"""University of California Davis Proteomics Core"""
PMC4212841,25336460,10.1128/mBio.01994-14,2014,mBio,Proteolytic processing and activation of Clostridium perfringens epsilon toxin by caprine small intestinal contents.,"Freedman JC, Li J, Uzal FA",24,0.8903700025760005,"""University of California Davis Proteomics Core"""
PMC3522583,23251662,10.1371/journal.pone.0051956,2012,PloS one,Differentiating inbred mouse strains from each other and those with single gene mutations using hair proteomics.,"Rice RH, Bradshaw KM, Durbin-Johnson BP",24,0.7687844290031032,"""Brett S. Phinney"""
PMC6983340,31698082,10.1016/j.ibmb.2019.103261,2020,Insect biochemistry and molecular biology,"Inhibition of immune pathway-initiating hemolymph protease-14 by Manduca sexta serpin-12, a conserved mechanism for the regulation of melanization and Toll activation in insects.","Wang Y, Yang F, Cao X",23,1.5521975372997172,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6550082,30952696,10.1242/bio.037937,2019,Biology open,Physiological profile of undifferentiated bovine blastocyst-derived trophoblasts.,"Pillai VV, Siqueira LG, Das M",23,1.2670322732833985,"""Brett S. Phinney"""
PMC10037956,36628538,10.1002/advs.202204175,2023,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",Engineering Cyborg Bacteria Through Intracellular Hydrogelation.,"Contreras-Llano LE, Liu YH, Henson T",22,2.3413866474505745,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5682318,29167661,10.3389/fmicb.2017.02174,2017,Frontiers in microbiology,Investigating the Effect of Growth Phase on the Surface-Layer Associated Proteome of Lactobacillus acidophilus Using Quantitative Proteomics.,"Klotz C, O'Flaherty S, Goh YJ",22,1.0208529452679704,"""University of California Davis Proteomics Core""; ""Brett Phinney"""
PMC4351075,25742016,10.1371/journal.pone.0118725,2015,PloS one,Comparative genomics of Cluster O mycobacteriophages.,"Cresawn SG, Pope WH, Jacobs-Sera D",22,0.8456904023248175,"""University of California Davis Proteomics Core"""
PMC6373260,30552537,10.1007/s10495-018-1505-4,2019,Apoptosis : an international journal on programmed cell death,Cornification of nail keratinocytes requires autophagy for bulk degradation of intracellular proteins while sparing components of the cytoskeleton.,"Jaeger K, Sukseree S, Zhong S",22,0.9899373308887788,"""Proteomics Core at UC Davis""; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC2880234,20376682,10.1007/s00705-010-0653-9,2010,Archives of virology,"Tomato chocolate spot virus, a member of a new torradovirus species that causes a necrosis-associated disease of tomato in Guatemala.","Batuman O, Kuo YW, Palmieri M",22,0.908264413303053,"""Proteomics Core Facility at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC4762381,26712829,10.1093/jxb/erv532,2016,Journal of experimental botany,Proteomic profiling of maize opaque endosperm mutants reveals selective accumulation of lysine-enriched proteins.,"Morton KJ, Jia S, Zhang C",22,0.7998042908943598,"""Brett Phinney"""
PMC3108845,21467216,10.1074/mcp.M111.009126,2011,Molecular & cellular proteomics : MCP,HSV-1 Cgal+ infection promotes quaking RNA binding protein production and induces nuclear-cytoplasmic shuttling of quaking I-5 isoform in human hepatoma cells.,"Sánchez-Quiles V, Mora MI, Segura V",22,0.5382426437052736,"(""Proteomics Core"" AND ""UC Davis"")"
PMC11649789,39533058,10.1038/s44318-024-00292-1,2024,The EMBO journal,Calcium signaling from damaged lysosomes induces cytoprotective stress granules.,"Duran J, Salinas JE, Wheaton RP",21,3.5589377384111702,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; S10OD026918; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6376971,28094496,10.1021/acschembio.6b01001,2017,ACS chemical biology,Chemoproteomic Profiling of Acetanilide Herbicides Reveals Their Role in Inhibiting Fatty Acid Oxidation.,"Counihan JL, Duckering M, Dalvie E",21,0.809694130991994,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5827443,29317496,10.1074/jbc.M117.807214,2018,The Journal of biological chemistry,A functional link between NAD(+) homeostasis and N-terminal protein acetylation in Saccharomyces cerevisiae.,"Croft T, James Theoga Raj C, Salemi M",21,0.8277121885282706,"""University of California Davis Proteomics Core""; ""Brett S. Phinney"""
PMC5446425,28550302,10.1038/s41598-017-02719-8,2017,Scientific reports,Antigenicity of Bovine Pericardium Determined by a Novel Immunoproteomic Approach.,"Gates KV, Dalgliesh AJ, Griffiths LG",21,1.0835705070027384,"""University of California Davis Proteomics Core"""
PMC12095617,39578569,10.1038/s41587-024-02470-2,2025,Nature biotechnology,Lipid nanoparticle-mediated mRNA delivery to CD34(+) cells in rhesus monkeys.,"Kim H, Zenhausern R, Gentry K",21,10.494692007741316,"(""Proteomics Core"" AND ""UC Davis"")"
PMC5698439,29162887,10.1038/s41598-017-15844-1,2017,Scientific reports,The WD40-domain containing protein CORO2B is specifically enriched in glomerular podocytes and regulates the ventral actin cytoskeleton.,"Rogg M, Yasuda-Yamahara M, Abed A",21,0.6576360575256309,"(""Proteomics Core"" AND ""UC Davis"")"
PMC2990340,20734996,10.1021/pr1006087,2010,Journal of proteome research,Proteomic analysis of protein-protein interactions within the Cysteine Sulfinate Desulfinase Fe-S cluster biogenesis system.,"Bolstad HM, Botelho DJ, Wood MJ",20,0.4748645215521817,"""UC Davis Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC10262754,36394332,10.1080/15548627.2022.2148900,2023,Autophagy,"Membrane Atg8ylation, stress granule formation, and MTOR regulation during lysosomal damage.","Jia J, Wang F, Bhujabal Z",20,2.333124318498052,"""Proteomics Core at UC Davis""; (""Proteomics Core"" AND ""UC Davis"")"
PMC7491516,32935102,10.1101/2020.09.11.293464,2020,bioRxiv : the preprint server for biology,Exploratory neuroimmune profiling identifies CNS-specific alterations in COVID-19 patients with neurological involvement.,"Song E, Bartley CM, Chow RD",20,0.8573998282618688,"""Proteomics Core at UC Davis""; S10OD021801; ""Brett S. Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC8220833,34158119,10.1186/s40478-021-01213-7,2021,Acta neuropathologica communications,Equilibrative nucleoside transporter 1 inhibition rescues energy dysfunction and pathology in a model of tauopathy.,"Chang CP, Chang YG, Chuang PY",20,1.5212903425312716,"(""Proteomics Core"" AND ""UC Davis"")"
PMC10542786,37777597,10.1038/s41598-023-43282-9,2023,Scientific reports,The oxidoreductase activity of Rnf balances redox cofactors during fermentation of glucose to propionate in Prevotella.,"Zhang B, Lingga C, De Groot H",19,3.0386043547470987,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC9585516,36281303,10.1021/acsbiomedchemau.2c00020,2022,ACS bio & med chem Au,In Vitro Demonstration of Human Lipoyl Synthase Catalytic Activity in the Presence of NFU1.,"Warui DM, Sil D, Lee KH",19,1.7008052114787535,"""UC Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
PMC6816094,31492750,10.1074/jbc.RA119.010027,2019,The Journal of biological chemistry,Phosphorylation of the HCN channel auxiliary subunit TRIP8b is altered in an animal model of temporal lobe epilepsy and modulates channel function.,"Foote KM, Lyman KA, Han Y",19,0.9594377745833667,"""UC Davis Proteomics Core""; ""UC Davis Proteomics Core Facility""; ""University of California Davis Proteomics Core""; ""Brett Phinney""; (""Proteomics Core"" AND ""UC Davis"")"
PMC5500133,28455351,10.1534/genetics.116.194555,2017,Genetics,The Nucleoporin Nup2 Contains a Meiotic-Autonomous Region that Promotes the Dynamic Chromosome Events of Meiosis.,"Chu DB, Gromova T, Newman TAC",19,0.5240250379293688,"""UC Davis Proteomics Core""; ""University of California Davis Proteomics Core""; (""Proteomics Core"" AND ""UC Davis"")"
